Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,County,Submitted Data,Passed Quality Assurance Check,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Residents Hospitalizations with Confirmed COVID-19,Residents Hospitalizations with Confirmed COVID-19 and Up to Date with Vaccines,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents","Number of Residents who are Up to Date on COVID-19 Vaccinations, 14 Days or More Before Positive Test",Number of Residents Staying in this Facility for At Least 1 Day This Week,Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week,Number of Residents Staying in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Residents Up to Date with COVID-19 Vaccines,Percentage of Current Residents Up to Date with COVID-19 Vaccines,Number of Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines,Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines
05/24/20,235607,WARWICK LIVING CENTER,842 W WARWICK DR,ALMA,MI,48801,9894632200,Gratiot,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235608,STRATFORD PINES NURSING AND REHABILITATION CENTER,2121 ROCKWELL DR,MIDLAND,MI,48642,9896335350,Midland,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,100.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235609,THE ORCHARDS AT ARMADA,22600 ARMADA RIDGE RD,ARMADA,MI,48005,5867845322,Macomb,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,67.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235611,ORCHARD CREEK SKILLED NURSING,9731 EAST CHERRY BEND ROAD,TRAVERSE CITY,MI,49684,2319329272,Leelanau,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235612,FREEMAN NURSING & REHAB COMMUNITY,1805 PYLE DRIVE,KINGSFORD,MI,49802,9067741530,Dickinson,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,45.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235613,MAPLE MANOR REHAB CENTER,3999 VENOY ROAD,WAYNE,MI,48184,7347270440,Wayne,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,59.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235614,COVENANT VILLAGE OF THE GREAT LAKES,2520 LAKE MICHIGAN DRIVE NW,GRAND RAPIDS,MI,49504,6167356050,Kent,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,37.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235615,CARETEL INNS OF BRIGHTON,1014 E GRAND RIVER,BRIGHTON,MI,48116,8102205222,Livingston,Y,Y,0.0,0.0,11.0,11.0,10.0,10.0,60.0,24.0,0.0,0.0,4.0,4.0,0.0,416.67,0.0,416.67,,,,,,,,,
05/24/20,235617,REGENCY MANOR NURSING & REHABILITATION CENTER,7700 MCCLELLAN,UTICA,MI,48317,5867397700,Macomb,Y,Y,17.0,17.0,0.0,0.0,0.0,0.0,39.0,24.0,0.0,0.0,6.0,6.0,708.33,0.0,708.33,0.0,,,,,,,,,
05/24/20,235618,OPTALIS HEALTH AND REHABILITATION OF CANTON,7025 LILLEY ROAD,CANTON,MI,48187,7343943100,Wayne,Y,Y,3.0,3.0,4.0,4.0,4.0,4.0,150.0,40.0,0.0,0.0,1.0,1.0,75.0,100.0,75.0,100.0,,,,,,,,,
05/24/20,235619,CHURCH OF CHRIST CARE CENTER,23575 15 MILE RD,CLINTON TOWNSHIP,MI,48035,5867912470,Macomb,Y,Y,54.0,54.0,44.0,44.0,21.0,21.0,129.0,82.0,0.0,0.0,32.0,32.0,658.54,256.1,658.54,256.1,,,,,,,,,
05/24/20,235621,REGENCY ON THE LAKE - FORT GRATIOT,5669 LAKESHORE,FORT GRATIOT,MI,48059,8103857260,St. Clair,Y,Y,1.0,1.0,0.0,0.0,0.0,0.0,130.0,111.0,0.0,0.0,0.0,0.0,9.01,0.0,9.01,0.0,,,,,,,,,
05/24/20,235622,QUALICARE NURSING HOME,695 E GRAND BLVD,DETROIT,MI,48207,3139256655,Wayne,Y,Y,5.0,5.0,0.0,0.0,0.0,0.0,96.0,73.0,0.0,0.0,13.0,13.0,68.49,0.0,68.49,0.0,,,,,,,,,
05/24/20,235623,"ROYALTON MANOR, L L C",288 PEACE BLVD,ST JOSEPH,MI,49085,2695569050,Berrien,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,123.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235624,PORTAGEPOINTE,500 CAMPUS DRIVE,HANCOCK,MI,49930,9064831000,Houghton,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,235625,WEST WOODS OF BRIDGMAN,9935 RED ARROW HWY,BRIDGMAN,MI,49106,2694653017,Berrien,Y,Y,0.0,0.0,6.0,6.0,0.0,0.0,92.0,58.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235626,OPTALIS HEALTH AND REHABILITATION OF TROY,925 W SOUTH BLVD,TROY,MI,48085,2487294400,Oakland,Y,Y,1.0,1.0,0.0,0.0,0.0,0.0,149.0,46.0,0.0,0.0,2.0,2.0,21.74,0.0,21.74,0.0,,,,,,,,,
05/24/20,235628,JAMIESON NURSING HOME,"790 S US HWY 23, BOX 369",HARRISVILLE,MI,48740,9897246889,Alcona,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,39.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235630,MEDILODGE OF WYOMING,"2786 56 STREET, SW",WYOMING,MI,49418,6162613960,Kent,Y,Y,0.0,0.0,3.0,3.0,0.0,0.0,80.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235632,THE ORCHARDS AT SAMARITAN,"5555 CONNER AVENUE, SUITE 4000",DETROIT,MI,48213,3133444100,Wayne,Y,Y,38.0,38.0,17.0,17.0,17.0,17.0,120.0,83.0,0.0,0.0,15.0,15.0,457.83,204.82,457.83,204.82,,,,,,,,,
05/24/20,235633,BEACON HILL AT EASTGATE,1845 BOSTON BLVD S E,GRAND RAPIDS,MI,49506,6162459179,Kent,Y,Y,0.0,0.0,2.0,2.0,0.0,0.0,29.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235634,FOX RUN VILLAGE,41215 FOX RUN ROAD,NOVI,MI,48377,2486688720,Oakland,Y,Y,0.0,0.0,3.0,3.0,2.0,2.0,44.0,26.0,0.0,0.0,1.0,1.0,0.0,76.92,0.0,76.92,,,,,,,,,
05/24/20,235635,CARETEL INNS OF TRI-CITIES,6700 WESTSIDE SAGINAW ROAD,BAY CITY,MI,48706,9896679800,Bay,Y,Y,4.0,4.0,3.0,3.0,0.0,0.0,60.0,31.0,0.0,0.0,3.0,3.0,129.03,0.0,129.03,0.0,,,,,,,,,
05/24/20,235636,LAURELS OF CARSON CITY,620 NORTH SECOND STREET,CARSON CITY,MI,48811,9895846100,Montcalm,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,82.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235637,PLAINWELL PINES NURSING AND REHABILITATION COMMUNI,3260 EAST B AVE,PLAINWELL,MI,49080,2693496649,Kalamazoo,Y,Y,1.0,1.0,0.0,0.0,0.0,0.0,35.0,33.0,0.0,0.0,0.0,0.0,30.3,0.0,30.3,0.0,,,,,,,,,
05/24/20,235638,MEDILODGE OF HOLLAND,1221 EAST 16TH,HOLLAND,MI,49423,6163967095,Ottawa,Y,Y,1.0,1.0,0.0,0.0,0.0,0.0,77.0,71.0,0.0,0.0,1.0,1.0,14.08,0.0,14.08,0.0,,,,,,,,,
05/24/20,235639,THE OAKS AT BYRON CENTER,2280 BYRON VIEW DR SW,BYRON CENTER,MI,49315,6169497310,Kent,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,235640,MEADOW WOODS NURSING AND REHAB CENTER,42235 COUNTY ROAD 390,BLOOMINGDALE,MI,49026,2695213383,Van Buren,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,67.0,49.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235641,CHESANING NURSING AND REHABILITATION CENTER,201 S FRONT ST,CHESANING,MI,48616,9898456602,Saginaw,Y,Y,36.0,36.0,32.0,32.0,4.0,4.0,180.0,81.0,0.0,0.0,7.0,7.0,444.44,49.38,444.44,49.38,,,,,,,,,
05/24/20,235642,WESTLAKE HEALTH CAMPUS,10735  BOGIE LAKE ROAD,COMMERCE,MI,48382,2483639400,Oakland,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,235643,ST ANNS HOME,2161 LEONARD NW,GRAND RAPIDS,MI,49504,6164537715,Kent,Y,Y,11.0,11.0,5.0,5.0,3.0,3.0,55.0,51.0,0.0,0.0,2.0,2.0,215.69,58.82,215.69,58.82,,,,,,,,,
05/24/20,235644,HICKORY RIDGE OF TEMPERANCE,951 HICKORY CREEK BOULEVARD,TEMPERANCE,MI,48182,7342068200,Monroe,Y,Y,0.0,0.0,1.0,1.0,0.0,0.0,80.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235646,CARETEL INNS OF LINDEN,202 SOUTH BRIDGE STREET,LINDEN,MI,48451,8107359400,Genesee,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,60.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235647,MEDILODGE OF OKEMOS,5211 MARSH RD,OKEMOS,MI,48864,5173191400,Ingham,Y,Y,0.0,0.0,1.0,1.0,1.0,1.0,100.0,69.0,0.0,0.0,1.0,1.0,0.0,14.49,0.0,14.49,,,,,,,,,
05/24/20,235648,IHM SENIOR LIVING COMMUNITY,610 WEST ELM AVENUE,MONROE,MI,48162,7342413660,Monroe,Y,Y,0.0,0.0,2.0,2.0,0.0,0.0,58.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235649,VALLEY HEALTH CENTER,1015 E PARIS AVE SE,GRAND RAPIDS,MI,49546,6163016209,Kent,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235650,MEDILODGE OF MILFORD,555 HIGHLAND AVE,MILFORD,MI,48381,2486851460,Oakland,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,111.0,93.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235651,BISHOP NOA HOME FOR SENIOR CITIZENS,2900 THIRD AVENUE SOUTH,ESCANABA,MI,49829,9067865810,Delta,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,81.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235652,THE TIMBERS OF CASS COUNTY,55432 COLBY ST,DOWAGIAC,MI,49047,2697827828,Cass,Y,Y,0.0,0.0,1.0,1.0,0.0,0.0,108.0,94.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235653,MEDILODGE OF CAPITAL AREA,2100 E  PROVINCIAL HOUSE DR,LANSING,MI,48910,5172724029,Ingham,Y,Y,0.0,0.0,12.0,12.0,0.0,0.0,120.0,83.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235654,THE VILLAGES OF LAPEER NURSING & REHABILITATION,239 S MAIN ST,LAPEER,MI,48446,8106646611,Lapeer,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,87.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235655,REGENCY AT WESTLAND,2209 N NEWBURGH,WESTLAND,MI,48185,7345221444,Wayne,Y,Y,11.0,11.0,4.0,4.0,2.0,2.0,120.0,90.0,0.0,0.0,0.0,0.0,122.22,22.22,122.22,22.22,,,,,,,,,
05/24/20,235656,CHRISTIAN CARE NURSING CENTER,2053 S SHERIDAN DRIVE,MUSKEGON,MI,49442,2317227165,Muskegon,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,49.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235657,REGENCY AT CANTON,45900 GEDDES ROAD,CANTON,MI,48188,7348794100,Wayne,Y,Y,11.0,11.0,2.0,2.0,0.0,0.0,141.0,107.0,0.0,0.0,0.0,0.0,102.8,0.0,102.8,0.0,,,,,,,,,
05/24/20,235658,REGENCY AT BLUFFS PARK,355 HURON VIEW BLVD,ANN ARBOR,MI,48103,7348878700,Washtenaw,Y,Y,0.0,0.0,2.0,2.0,0.0,0.0,71.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235659,RIVERVIEW HEALTH & REHAB CENTER,7733 E JEFFERSON,DETROIT,MI,48214,3134321200,Wayne,Y,Y,0.0,0.0,1.0,1.0,0.0,0.0,220.0,153.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235660,THE OAKS AT WOODFIELD,5370 E BALDWIN ROAD,GRAND BLANC,MI,48439,8106069950,Genesee,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,235661,STONEGATE HEALTH CAMPUS,2525 DEMILLE ROAD,LAPEER,MI,48446,8102459300,Lapeer,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,235662,SHELBY CROSSING HEALTH CAMPUS,13794 21 MILE ROAD,SHELBY TOWNSHIP,MI,48315,5865322100,Macomb,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,235663,NOTTING HILL OF WEST BLOOMFIELD,6535 DRAKE ROAD,WEST BLOOMFIELD,MI,48322,2485922000,Oakland,Y,Y,13.0,13.0,3.0,3.0,2.0,2.0,118.0,87.0,0.0,0.0,1.0,1.0,149.43,22.99,149.43,22.99,,,,,,,,,
05/24/20,235664,MISSION POINT NSG & PHY REHAB CTR OF BEVERLY HILLS,18200 W 13 MILE ROAD,BEVERLY HILLS,MI,48025,2489405390,Oakland,Y,Y,23.0,23.0,16.0,16.0,13.0,13.0,96.0,46.0,0.0,0.0,7.0,7.0,500.0,282.61,500.0,282.61,,,,,,,,,
05/24/20,235665,OPTALIS HEALTH AND REHAB OF STERLING HEIGHTS,38200 SCHOENHERR ROAD,STERLING HEIGHTS,MI,48312,5862749044,Macomb,Y,Y,4.0,4.0,1.0,1.0,0.0,0.0,163.0,73.0,0.0,0.0,1.0,1.0,54.79,0.0,54.79,0.0,,,,,,,,,
05/24/20,235666,REGENCY AT GRAND BLANC,1330 GRAND POINTE COURT,GRAND BLANC,MI,48439,8106958920,Genesee,Y,Y,0.0,0.0,4.0,4.0,2.0,2.0,138.0,97.0,0.0,0.0,1.0,1.0,0.0,20.62,0.0,20.62,,,,,,,,,
05/24/20,235668,WELLBRIDGE OF BRIGHTON,2200 DORR ROAD,HOWELL,MI,48843,5179474400,Livingston,Y,Y,20.0,20.0,15.0,15.0,5.0,5.0,88.0,51.0,0.0,0.0,16.0,16.0,392.16,98.04,392.16,98.04,,,,,,,,,
05/24/20,235669,MAPLE MANOR REHAB CENTER OF NOVI INC,31215 NOVI ROAD,NOVI,MI,48377,2486248800,Oakland,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,72.0,26.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235700,THE WILLOWS AT EAST LANSING,3500 COOLIDGE ROAD,EAST LANSING,MI,48823,5172034042,Clinton,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,235701,THE WILLOWS AT OKEMOS,4830 CENTRAL PARK DRIVE,OKEMOS,MI,48864,5173493600,Ingham,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,235702,"WELLBRIDGE OF NOVI, LLC",48300 11 MILE ROAD,NOVI,MI,48374,2486622300,Oakland,N,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
05/24/20,235703,OAKLAND MANOR NURSING & REHAB CENTER LLC,"50 N PERRY ST, 1ST FLOOR",PONTIAC,MI,48342,2482215300,Oakland,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,29.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235704,"WELLBRIDGE OF ROMEO, LLC",375 SOUTH MAIN STREET,ROMEO,MI,48065,5865893800,Macomb,Y,Y,1.0,1.0,9.0,9.0,2.0,2.0,124.0,87.0,0.0,0.0,4.0,4.0,11.49,22.99,11.49,22.99,,,,,,,,,
05/24/20,235705,HELEN NEWBERRY JOY HLTCU GOLDEN LEAVES LIVING CTR,502 W HARRIE ST,NEWBERRY,MI,49868,9062939215,Luce,Y,Y,0.0,0.0,1.0,1.0,0.0,0.0,39.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235706,REGENCY AT LANSING WEST,12200 BROADBENT,LANSING,MI,48917,5177316200,Eaton,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,120.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235707,THE WILLOWS AT HOWELL,1500 BYRON ROAD,HOWELL,MI,48855,5175529323,Livingston,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,235708,MARY FREE BED SUB-ACUTE REHABILITATION,"235 WEALTHY ST  SE, 5TH FLOOR",GRAND RAPIDS,MI,49503,6168408931,Kent,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,48.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235709,THE RIVERS HEALTH & REHAB CENTER OF GROSSE POINTE,900 COOK ROAD,GROSSE POINTE WOODS,MI,48236,3138217095,Wayne,Y,Y,0.0,0.0,1.0,1.0,0.0,0.0,86.0,69.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235710,REGENCY AT SHELBY TOWNSHIP,7401 22 MILE ROAD,SHELBY TOWNSHIP,MI,48317,5865805500,Macomb,Y,Y,0.0,0.0,2.0,2.0,0.0,0.0,116.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235712,CATHERINE'S PLACE,28750 ELEVEN MILE RD.,FARMINGTON HILLS,MI,48336,2484737190,Oakland,Y,Y,0.0,0.0,2.0,2.0,0.0,0.0,27.0,13.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235713,GENESYS SHORT-TERM REHABILITATION CENTER,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,8106066190,Genesee,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,235714,WINDEMERE PARK HEALTH AND REHAB CENTER,31800 VAN DYKE AVENUE,WARREN,MI,48093,5867222600,Macomb,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,92.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235715,WELLBRIDGE OF FENTON,901 PINE CREEK DRIVE,FENTON,MI,48430,8106164100,Genesee,Y,Y,7.0,7.0,0.0,0.0,0.0,0.0,100.0,59.0,0.0,0.0,23.0,23.0,118.64,0.0,118.64,0.0,,,,,,,,,
05/24/20,235716,WELLBRIDGE OF ROCHESTER HILLS,252  MEADOWFIELD DRIVE,ROCHESTER HILLS,MI,48307,2482184800,Oakland,Y,Y,3.0,3.0,0.0,0.0,0.0,0.0,100.0,71.0,0.0,0.0,0.0,0.0,42.25,0.0,42.25,0.0,,,,,,,,,
05/24/20,235718,NOVI LAKES HEALTH CAMPUS,41795 W 12 MILE ROAD,NOVI,MI,48377,2484491655,Oakland,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,235719,LAKESIDE MANOR NURSING AND REHABILITATION CENTER,13990 LAKESIDE CIRCLE,STERLING HEIGHTS,MI,48313,5864881400,Macomb,Y,Y,8.0,8.0,0.0,0.0,0.0,0.0,,49.0,0.0,0.0,0.0,0.0,163.27,0.0,163.27,0.0,,,,,,,,,
05/24/20,235720,WELLBRIDGE OF PINCKNEY,664 SOUTH HOWELL STREET,PINCKNEY,MI,48169,7349546700,Livingston,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,100.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235721,ORCHARD GROVE HEALTH CAMPUS,71150 ORCHARD CROSSING LANE,ROMEO,MI,48065,5863360102,Macomb,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,235722,MISSION POINT NSG & PHY REHAB CTR OF HOLLY,313 SHERWOOD ST,HOLLY,MI,48442,2487083100,Oakland,Y,Y,14.0,14.0,19.0,19.0,5.0,5.0,66.0,54.0,0.0,0.0,8.0,8.0,259.26,92.59,259.26,92.59,,,,,,,,,
05/24/20,235723,HEALTHBRIDGE POST-ACUTE REHABILITATION,2060 HEALTH DRIVE,WYOMING,MI,49519,6163331200,Kent,Y,Y,0.0,0.0,1.0,1.0,4.0,4.0,65.0,47.0,0.0,0.0,0.0,0.0,0.0,85.11,0.0,85.11,,,,,,,,,
05/24/20,235724,DJ JACOBETTI HOME FOR VETERANS,425 FISHER ST,MARQUETTE,MI,49855,9062263576,Marquette,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,184.0,161.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,235725,AERIUS HEALTH CENTER,13840 KING ROAD,RIVERVIEW,MI,48193,7342361070,Wayne,Y,Y,0.0,0.0,4.0,4.0,9.0,9.0,78.0,41.0,0.0,0.0,16.0,16.0,0.0,219.51,0.0,219.51,,,,,,,,,
05/24/20,235726,WELLBRIDGE OF CLARKSTON,5655 CLARKSTON ROAD,CLARKSTON,MI,48348,2487073400,Oakland,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,23E104,GILBERT RESIDENCE (THE),203 S HURON ST,YPSILANTI,MI,48197,7344829498,Washtenaw,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,32.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,23E281,NORTHVILLE MANOR,520 W MAIN ST C/O BOX 206,NORTHVILLE,MI,48167,2483494290,Wayne,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,23E362,SCHEURER HOSPITAL LTCU,170 N CASEVILLE RD,PIGEON,MI,48755,9894533223,Huron,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,245012,GUARDIAN ANGELS CARE CENTER,400 EVANS AVENUE,ELK RIVER,MN,55330,7636355475,Sherburne,Y,Y,3.0,3.0,40.0,40.0,1.0,1.0,120.0,110.0,0.0,0.0,1.0,1.0,27.27,9.09,27.27,9.09,,,,,,,,,
05/24/20,245018,CREST VIEW LUTHERAN HOME,4444 RESERVOIR BOULEVARD NORTHEAST,COLUMBIA HEIGHTS,MN,55421,7637821611,Anoka,Y,Y,14.0,14.0,2.0,2.0,2.0,2.0,122.0,103.0,0.0,0.0,4.0,4.0,135.92,19.42,135.92,19.42,,,,,,,,,
05/24/20,245024,INTERFAITH CARE CENTER,811 THIRD STREET,CARLTON,MN,55718,2183844258,Carlton,Y,Y,0.0,0.0,1.0,1.0,0.0,0.0,80.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,245028,HIGHLAND CHATEAU HEALTH AND REHABILITATION CENTER,2319 WEST SEVENTH STREET,SAINT PAUL,MN,55116,6516980793,Ramsey,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,64.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,245039,NEILSON PLACE,1000 ANNE STREET NORTHWEST,BEMIDJI,MN,56601,2187510220,Beltrami,Y,Y,0.0,0.0,1.0,1.0,0.0,0.0,78.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,245045,SUNNYSIDE HEALTH CARE CENTER,512 SKYLINE BOULEVARD,CLOQUET,MN,55720,2188794641,Carlton,Y,Y,0.0,0.0,1.0,1.0,0.0,0.0,44.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,245052,MOORHEAD RESTORATIVE CARE CENTER,2810 SECOND AVENUE NORTH,MOORHEAD,MN,56560,2182337578,Clay,Y,Y,2.0,2.0,20.0,20.0,0.0,0.0,78.0,30.0,0.0,0.0,1.0,1.0,66.67,0.0,66.67,0.0,,,,,,,,,
05/24/20,245055,LAKEHOUSE HEALTHCARE & REHABILITATION CENTER,3737 BRYANT AVENUE SOUTH,MINNEAPOLIS,MN,55409,6128275931,Hennepin,Y,Y,28.0,28.0,52.0,52.0,12.0,12.0,290.0,208.0,0.0,0.0,14.0,14.0,134.62,57.69,134.62,57.69,,,,,,,,,
05/24/20,245063,ST ANTHONY PARK HOME INC,2237 COMMONWEALTH AVENUE,SAINT PAUL,MN,55108,6516323503,Ramsey,Y,Y,17.0,17.0,3.0,3.0,2.0,2.0,84.0,77.0,0.0,0.0,16.0,16.0,220.78,25.97,220.78,25.97,,,,,,,,,
05/24/20,245067,THE EMERALDS AT FARIBAULT LLC,500 SOUTHEAST FIRST STREET,FARIBAULT,MN,55021,5073325100,Rice,Y,Y,0.0,0.0,5.0,5.0,1.0,1.0,90.0,64.0,0.0,0.0,0.0,0.0,0.0,15.63,0.0,15.63,,,,,,,,,
05/24/20,245071,MOUNT OLIVET CAREVIEW HOME,5517 LYNDALE AVENUE SOUTH,MINNEAPOLIS,MN,55419,6128275677,Hennepin,Y,Y,3.0,3.0,12.0,12.0,4.0,4.0,155.0,138.0,0.0,0.0,7.0,7.0,21.74,28.99,21.74,28.99,,,,,,,,,
05/24/20,245083,THE VILLAS AT THE PARK,4415 WEST 36 1/2 STREET,SAINT LOUIS PARK,MN,55416,9529279717,Hennepin,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,70.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
